Referencia,Fecha Alta,Tipo_Prop,Tipo_Operación,Provincia,Superficie,Construidos,Precio Venta,Fecha Venta,Vendedor,Supervisor,Dueño Propiedad,Rut Dueño,Celular Dueño,email dueño,Comprador o arrendador,Rut Comp/Arrend.
2333,13/04/06,Industrial,Venta,Lleida,135,,973890,09/01/07,Joaquín,,Leigh Harding,13558017-1,9-442-976-833,nec.imperdiet@Duis.net,Laura Monroe,37496008-3
2334,13/04/06,Industrial,Venta,Barcelona,288,,1781568,24/09/06,María,Luisa,Maggy Austin,32163844-9,9-607-314-209,odio.Aliquam.vulputate@dui.net,Kenneth Bishop,7640803-3
2335,14/04/06,Oficina,Venta,Girona,265,,1944570,27/09/06,Luisa,,Hedwig Stuart,27398981-1,9-925-800-295,Donec@pellentesquemassa.com,Uma Swanson,21086756-2
2336,14/04/06,Industrial,Alquiler,Barcelona,189,,1192401,20/03/07,Carmen,Joaquín,Constance Jones,6907965-2,9-789-703-406,egestas.Aliquam@euneque.ca,Ifeoma Mcgee,41380643-7
2337,14/04/06,Local,Venta,Barcelona,193,,1826938,12/09/06,Pedro,Joaquín,Donovan Walls,35187692-1,9-771-781-333,adipiscing.enim@leoMorbineque.ca,Kylan Lambert,25971261-0
2338,15/04/06,Industrial,Alquiler,Girona,154,,960960,23/03/07,Jesús,Luisa,Cheyenne Curtis,42504583-0,9-871-946-364,vehicula.aliquet.libero@eteros.co.uk,Shafira Deleon,38846748-7
2339,16/04/06,Local,Venta,Lleida,211,,958151,01/02/07,Carmen,Joaquín,Dominique Coffey,30720532-7,9-733-989-446,tristique.neque.venenatis@congueturpisIn.edu,Fulton Stout,17656842-9
2340,16/04/06,Casa,Venta,Tarragona,196,389,1670116,19/09/06,Pedro,Joaquín,Elvis Little,40625095-4,9-532-522-587,enim.Sed.nulla@utquam.net,Evangeline Hart,18255170-8
2341,17/04/06,Piso,Venta,Girona,220,,1282820,25/11/06,Carmen,Joaquín,Rhonda Strickland,13318036-2,9-958-257-798,eu.placerat.eget@Mauris.co.uk,Ciara Small,20680263-4
2342,17/04/06,Suelo,Venta,Lleida,244,,1386164,27/03/07,María,Luisa,Kiara Cook,46331590-6,9-729-806-736,orci.Ut@odiosempercursus.ca,Xanthus Monroe,8300800-8
2343,18/04/06,Piso,Alquiler,Lleida,166,,971100,02/03/07,Luisa,,Gemma Moses,15234071-0,9-207-124-736,ac@etlaciniavitae.edu,Orla Mcbride,19301015-6
2344,20/04/06,Oficina,Alquiler,Girona,120,,1085160,14/08/06,Luisa,,Amela Harrell,8584041-K,9-908-187-334,molestie.sodales.Mauris@interdumenim.co.uk,Stella Cash,21784659-5
2345,20/04/06,Oficina,Alquiler,Barcelona,89,,673552,21/01/07,Luisa,,Timon Carrillo,32463755-9,9-371-232-651,lacus.Aliquam.rutrum@mauris.edu,Venus Sutton,45207619-5
2346,21/04/06,Industrial,Venta,Lleida,143,,1258972,03/12/06,Luisa,,Shellie Wooten,24767588-4,9-540-158-539,risus.at.fringilla@magnaCrasconvallis.edu,Aline Bradford,44510804-9
2347,21/04/06,Oficina,Venta,Girona,205,,886215,05/12/06,Carmen,Joaquín,Lars Gilmore,31385922-3,9-593-701-805,adipiscing@Curabituregestas.net,Bernard Leonard,27667768-3
2348,21/04/06,Suelo,Alquiler,Lleida,121,,652190,09/12/06,Luisa,,Xanthus Nguyen,7663846-2,9-825-556-634,enim.Sed@urna.ca,Porter Nguyen,23719763-1
2349,22/04/06,Casa,Venta,Girona,107,705,668322,13/04/07,María,Luisa,Phyllis Eaton,37262277-6,9-588-632-662,nec.ante@arcuvelquam.net,Chancellor Mcgee,48983260-7
2350,22/04/06,Oficina,Venta,Lleida,62,,433008,20/10/06,Carmen,Joaquín,Carl Faulkner,21240135-8,9-920-694-881,ante@blandit.org,Neville Dudley,26100056-3
2351,22/04/06,Parking,Alquiler,Lleida,94,,559206,23/09/06,Joaquín,,Jana Hopper,17299622-1,9-977-360-406,imperdiet@sit.co.uk,Illana Branch,39232409-7
2352,22/04/06,Local,Venta,Tarragona,252,,1690164,16/11/06,María,Luisa,Brooke Bradley,25875647-9,9-971-657-509,Pellentesque@mus.com,Mannix Gilliam,11750158-2
2353,22/04/06,Oficina,Venta,Barcelona,160,,745600,06/01/07,Joaquín,,Yardley Barlow,37533867-K,9-378-319-056,aliquet.vel.vulputate@gravida.ca,Leila Henry,22363046-4
2354,22/04/06,Suelo,Alquiler,Lleida,48,,224304,11/02/07,Luisa,,Davis Gillespie,33235975-4,9-537-507-858,magna.tellus.faucibus@ultricesiaculisodio.com,Kato Mejia,22295846-6
2355,22/04/06,Casa,Venta,Barcelona,289,391,1504823,31/10/06,Luisa,,Iliana Harvey,26105751-4,9-772-789-477,eleifend.nec.malesuada@Nunc.co.uk,Macaulay Vang,23321539-2
2356,23/04/06,Parking,Venta,Girona,199,,1777866,23/12/06,Jesús,Luisa,Beau Buckley,23166100-K,9-895-759-360,nunc.risus@est.com,Oleg Hodge,16432398-6
2357,23/04/06,Industrial,Alquiler,Girona,75,,622200,26/11/06,María,Luisa,Andrew Davis,40148021-8,9-495-280-945,Suspendisse@molestieSed.co.uk,Keelie Kane,37080253-K
2358,23/04/06,Suelo,Venta,Girona,287,,1567020,17/08/06,Carmen,Joaquín,Marcia Stokes,22184007-0,9-566-632-148,turpis.egestas@ultricesa.com,Michael Cunningham,10659294-2
2359,25/04/06,Suelo,Alquiler,Girona,193,,1363352,02/04/07,Carmen,Joaquín,Stephanie Allison,39639635-1,9-550-910-198,adipiscing@Nunclaoreetlectus.com,Wade Terry,31923657-0
2360,25/04/06,Piso,Alquiler,Tarragona,212,,1203524,14/04/07,Luisa,,Drake Fuentes,14797779-4,9-504-459-290,malesuada@Maecenasiaculis.edu,Rebecca Marks,19569864-3
2361,26/04/06,Local,Venta,Barcelona,218,,2136182,14/01/07,Luisa,,Irma Langley,47165796-4,9-326-543-627,libero.Proin.mi@Maurisblandit.com,Bo Bentley,32812612-5
2362,26/04/06,Industrial,Alquiler,Tarragona,187,,1359677,12/02/07,Pedro,Joaquín,Cally Hess,20675128-2,9-169-294-858,eu.turpis.Nulla@eu.edu,Amy Combs,17585023-6
2363,27/04/06,Parking,Alquiler,Tarragona,286,,2398682,06/08/06,Joaquín,,Yetta Richardson,34294858-8,9-766-847-838,libero.Proin.mi@massaInteger.edu,Damon Garza,25056367-1
2364,28/04/06,Parking,Alquiler,Girona,70,,533680,09/01/07,María,Luisa,Jasmine Mcdonald,15626143-2,9-375-816-878,Aliquam.adipiscing.lobortis@Utsagittislobortis.com,Jameson Armstrong,22252688-4
2365,28/04/06,Local,Alquiler,Tarragona,279,,1794807,18/11/06,Luisa,,Jolene Heath,37054126-4,9-445-481-693,non.magna.Nam@Intincidunt.net,Cassidy Clemons,45691797-6
2366,28/04/06,Parking,Alquiler,Tarragona,270,,1716390,22/11/06,Jesús,Luisa,Catherine Wilkerson,14346418-0,9-260-313-846,leo.Cras.vehicula@sit.com,Ina Duffy,31323652-8
2367,29/04/06,Local,Venta,Tarragona,243,,2047761,12/10/06,María,Luisa,Sybil Lawrence,25422499-5,9-623-754-922,vitae@ultriciessem.edu,Sierra Avery,41169299-K
2368,29/04/06,Casa,Venta,Lleida,134,579,1024698,09/11/06,Jesús,Luisa,Yoko Aguirre,11941072-K,9-824-766-593,dictum@Etiambibendumfermentum.net,Martin Howard,34256086-5
2369,29/04/06,Piso,Alquiler,Lleida,69,,464577,20/09/06,Joaquín,,Carol Kinney,30240728-2,9-195-214-498,sagittis.augue.eu@CrasinterdumNunc.net,Lael Le,44194003-3
2370,29/04/06,Piso,Alquiler,Lleida,132,,580800,13/03/07,Joaquín,,Madonna Pate,18540939-2,9-872-273-359,id.nunc@feugiat.org,Neville Morales,27274064-K
2371,29/04/06,Suelo,Venta,Lleida,270,,2364390,02/04/07,Luisa,,Blaine Raymond,18941047-6,9-535-827-816,elit.elit.fermentum@Mauriseuturpis.com,Kamal Drake,31536349-7
2372,30/04/06,Local,Alquiler,Girona,220,,1548800,04/10/06,María,Luisa,Vincent Ramsey,24059626-1,9-427-241-360,dolor.sit@mollis.edu,Richard Owens,47564894-3
2373,30/04/06,Piso,Venta,Barcelona,200,,1996000,05/08/06,Joaquín,,Charde Hayes,24905123-3,9-159-264-526,ullamcorper.Duis.cursus@Etiam.co.uk,Marcia Kinney,31893295-6
2374,01/05/06,Piso,Venta,Lleida,239,,1264310,15/02/07,Carmen,Joaquín,Hamish Rivera,20264556-9,9-899-287-250,Cras.pellentesque.Sed@lacus.co.uk,Ifeoma Becker,50185464-6
2375,01/05/06,Local,Venta,Girona,138,,686826,30/04/07,María,Luisa,Lionel Whitney,26714642-K,9-885-143-743,dapibus@ipsumleo.ca,Audra Burris,39628101-5
2376,01/05/06,Casa,Alquiler,Tarragona,296,32,2813776,22/10/06,Luisa,,Francis Fisher,48560527-4,9-948-802-403,hendrerit@at.org,Nehru Swanson,33507733-4
2377,01/05/06,Parking,Alquiler,Girona,123,,984369,23/03/07,Pedro,Joaquín,Quincy Ferguson,41578040-0,9-651-700-106,dui@Donecestmauris.org,Olympia Lloyd,19991391-3
2378,02/05/06,Local,Venta,Barcelona,292,,1538256,01/05/07,Jesús,Luisa,Carl Fowler,20761130-1,9-463-885-028,ac.tellus@ridiculusmus.net,Nelle Harrington,50210937-5
2379,02/05/06,Piso,Venta,Barcelona,233,,1220454,18/04/07,Carmen,Joaquín,Rebekah Rojas,23856240-6,9-780-568-813,quis@et.org,Thaddeus Jimenez,16475485-5
2380,02/05/06,Piso,Alquiler,Tarragona,238,,1953742,19/12/06,Joaquín,,Quamar Stephenson,11622993-5,9-176-279-773,consectetuer@liberoestcongue.org,Oprah Hansen,7012250-2
2381,02/05/06,Parking,Venta,Girona,205,,1921260,17/12/06,María,Luisa,Kylee Lynn,31270135-9,9-193-501-122,at.risus@augue.org,Alyssa Mullins,39807156-5
2382,03/05/06,Casa,Venta,Barcelona,148,584,749472,26/10/06,María,Luisa,Veronica Cobb,20382442-4,9-626-557-410,magna@sociosquad.co.uk,Caryn Bentley,43665395-6
2383,03/05/06,Industrial,Alquiler,Girona,250,,1002500,16/01/07,Carmen,Joaquín,Melinda Berger,22295244-1,9-635-383-258,pede.Suspendisse@adipiscinglacus.com,Piper Marks,38978426-5
2384,03/05/06,Casa,Venta,Girona,91,693,680043,03/02/07,Pedro,Joaquín,Lars Mueller,27654066-1,9-946-965-290,Aliquam@ac.co.uk,Wallace Barrett,9466679-1
2385,03/05/06,Industrial,Alquiler,Barcelona,188,,1769644,23/02/07,Carmen,Joaquín,Lesley Sharp,11030631-8,9-384-495-263,Phasellus.ornare.Fusce@lacusvestibulum.org,Rana Richard,12174777-4
2386,03/05/06,Piso,Alquiler,Lleida,144,,1211184,27/02/07,María,Luisa,Alika French,33594661-8,9-937-392-516,urna.suscipit.nonummy@urnasuscipit.com,Madeline Gallagher,12251142-1
2387,04/05/06,Casa,Venta,Girona,294,852,1784580,28/01/07,Luisa,,Lionel Townsend,46141831-7,9-984-527-529,ipsum.Donec@condimentumeget.co.uk,George Whitley,8148015-K
2388,05/05/06,Parking,Venta,Lleida,106,,594130,03/12/06,Carmen,Joaquín,Adele Maldonado,36593663-3,9-295-105-201,Etiam.gravida.molestie@orcisemeget.com,Neve Boone,45265293-5
2389,05/05/06,Local,Alquiler,Girona,250,,2281250,08/03/07,Luisa,,Orlando Wynn,26010312-1,9-719-173-664,commodo.tincidunt@atsem.ca,Christian Oconnor,37694664-9
2390,05/05/06,Casa,Venta,Lleida,290,799,1853390,01/05/07,Luisa,,Aurelia Noble,29844009-1,9-597-261-562,felis.orci@purusMaecenas.ca,Vivian Bird,35361954-3
2391,08/05/06,Casa,Alquiler,Barcelona,257,853,1591344,19/01/07,Luisa,,Hoyt Benton,13702301-6,9-422-502-858,mauris@vulputateposuerevulputate.net,Renee Parks,19319435-4
2392,08/05/06,Oficina,Venta,Lleida,92,,783380,07/05/07,María,Luisa,Christian Schwartz,12507938-5,9-993-680-950,posuere@ornare.org,Hiroko Waters,47903780-9
2393,09/05/06,Piso,Alquiler,Tarragona,283,,2072692,02/10/06,Carmen,Joaquín,Melanie Santana,50963366-5,9-889-226-622,nibh.sit@Sed.ca,Camden Mathis,28967915-4
2394,09/05/06,Industrial,Venta,Girona,171,,708795,07/04/07,Carmen,Joaquín,Arsenio Boyd,48944707-K,9-668-747-353,In@Sed.com,Jaime Bradford,9684515-4
2395,10/05/06,Piso,Alquiler,Tarragona,300,,2585100,15/10/06,Luisa,,Dean Coleman,24075867-9,9-466-353-253,diam.luctus.lobortis@arcuVestibulum.ca,Jin Madden,44956538-K
2396,11/05/06,Local,Venta,Barcelona,170,,1602930,05/11/06,Joaquín,,Guy Stuart,21974865-5,9-759-671-359,lobortis.tellus@Sedmalesuadaaugue.edu,Hector Brown,23214049-6
2397,12/05/06,Parking,Alquiler,Barcelona,236,,2001280,04/03/07,Jesús,Luisa,Nolan Walter,11015615-4,9-538-724-834,Fusce.fermentum.fermentum@cursus.edu,Ebony Randolph,9696039-5
2398,12/05/06,Parking,Alquiler,Tarragona,92,,506184,29/12/06,María,Luisa,Irma Warren,18725141-9,9-893-483-891,enim@neque.net,Louis Salas,44580574-2
2399,12/05/06,Piso,Venta,Tarragona,106,,729280,22/03/07,Jesús,Luisa,Louis Miles,18028756-6,9-852-365-287,eget@neceuismod.com,Chester Wagner,12817242-4
2400,12/05/06,Suelo,Alquiler,Lleida,104,,831896,22/02/07,Pedro,Joaquín,Nicole Mendez,36636759-4,9-407-816-674,sed@nibh.edu,Kelly Floyd,5120727-0
2401,13/05/06,Local,Venta,Girona,216,,2144448,26/01/07,María,Luisa,Caleb Wells,15744614-2,9-761-218-103,mauris.id.sapien@quispede.net,Jakeem Watkins,31642860-6
2402,13/05/06,Suelo,Alquiler,Lleida,86,,360942,17/11/06,Jesús,Luisa,Hayfa Sweeney,18433014-8,9-582-406-566,Nulla.semper@disparturientmontes.edu,Cailin Skinner,8512750-0
2403,13/05/06,Oficina,Alquiler,Lleida,275,,1819950,11/11/06,Luisa,,Clio Carrillo,7935158-K,9-700-260-261,lectus@sitamet.co.uk,Libby Wilkinson,5858238-7
2404,13/05/06,Oficina,Venta,Girona,221,,1356498,10/10/06,Luisa,,Stone Mccarty,45327745-3,9-468-639-387,erat.nonummy.ultricies@justosit.edu,Frances Moran,42467006-5
2405,14/05/06,Parking,Alquiler,Barcelona,210,,1371720,26/03/07,Pedro,Joaquín,Ishmael Cortez,41692392-2,9-899-628-327,nibh@mollisInteger.ca,Hermione Compton,46987295-5
2406,14/05/06,Suelo,Alquiler,Tarragona,197,,1840571,10/10/06,Luisa,,Donna Armstrong,11234966-9,9-628-614-318,semper@quispedePraesent.org,Adele Chambers,48487770-K
2407,14/05/06,Local,Venta,Barcelona,139,,560170,27/08/06,Jesús,Luisa,Amber Hubbard,21688342-K,9-293-453-975,lorem.tristique@velitCraslorem.com,Jolie Rivers,10364430-5
2408,14/05/06,Piso,Alquiler,Tarragona,199,,817094,12/10/06,María,Luisa,Fitzgerald Ross,40280842-K,9-474-628-255,est@fermentumarcu.org,Ella Bush,47783949-5
2409,14/05/06,Suelo,Alquiler,Lleida,195,,1790490,16/12/06,Carmen,Joaquín,Britanni Frost,40452914-5,9-677-945-833,mi.eleifend@tortor.ca,Zoe Guerra,23601048-1
2410,15/05/06,Parking,Venta,Tarragona,67,,615663,24/03/07,Jesús,Luisa,Garth Frank,41393699-3,9-535-482-475,ridiculus@aliquamadipiscinglacus.com,Brendan Moss,5383045-5
2411,15/05/06,Industrial,Venta,Tarragona,201,,1163388,24/01/07,Joaquín,,Riley Burns,27577928-8,9-290-660-630,in.consequat@sagittisNullam.ca,Clinton Clements,17998114-9
2412,16/05/06,Local,Alquiler,Girona,277,,1802993,01/03/07,Joaquín,,Illiana Fox,8661703-K,9-149-234-306,velit.egestas.lacinia@sitamet.co.uk,William Anthony,30537970-0
2413,16/05/06,Suelo,Alquiler,Tarragona,123,,499380,17/08/06,Joaquín,,Kellie Wells,40395186-2,9-587-937-296,non.feugiat@musAeneaneget.edu,Emerald Cervantes,22270897-4
2414,16/05/06,Oficina,Alquiler,Lleida,257,,2203004,15/11/06,Pedro,Joaquín,Stephanie Mcmillan,19101222-4,9-743-252-606,pretium.et.rutrum@pharetrased.ca,Garrett Armstrong,21005541-K
2415,16/05/06,Oficina,Venta,Girona,295,,2200405,24/03/07,María,Luisa,Dorian Rodgers,22135948-8,9-277-934-090,sem@Nunc.com,Joseph Gillespie,8332543-7
2416,16/05/06,Suelo,Venta,Girona,179,,832529,29/09/06,Jesús,Luisa,Alika Noble,43045153-7,9-390-588-132,euismod.mauris@Donecluctusaliquet.edu,Giacomo Salinas,8056452-K
2417,17/05/06,Local,Venta,Girona,184,,1113016,15/01/07,María,Luisa,Lydia Vargas,19251180-1,9-240-533-064,turpis.egestas.Aliquam@imperdietnec.co.uk,Shafira Berg,20884449-0
2418,18/05/06,Industrial,Alquiler,Girona,167,,853370,22/09/06,María,Luisa,Alyssa Torres,41997062-K,9-838-971-578,egestas.ligula.Nullam@Vestibulumaccumsan.co.uk,Ariel Matthews,6124983-4
2419,18/05/06,Oficina,Alquiler,Lleida,176,,1214576,08/10/06,Luisa,,Wynter Ruiz,24950772-5,9-546-216-597,mauris.Suspendisse@metusInnec.co.uk,Karyn Keller,11483980-9
2420,18/05/06,Piso,Alquiler,Lleida,149,,1099024,01/10/06,Luisa,,Frances Mendoza,24991653-6,9-566-572-692,Sed.pharetra@nullaInteger.ca,Tanisha Fitzgerald,32605072-5
2421,19/05/06,Industrial,Alquiler,Tarragona,49,,248283,14/04/07,María,Luisa,Callum Bush,10100332-9,9-737-935-312,nulla@molestie.co.uk,Raven Wong,49688419-1
2422,19/05/06,Industrial,Venta,Tarragona,280,,2370200,04/02/07,Luisa,,Stacy Rush,38603449-4,9-300-410-358,a.dui@nostra.net,Garth Rodriquez,48321380-8
2423,20/05/06,Oficina,Alquiler,Girona,156,,1294176,05/10/06,Carmen,Joaquín,Gray Blanchard,9678628-K,9-353-666-864,morbi.tristique@eu.ca,Burton Hendrix,39786289-5
2424,20/05/06,Oficina,Alquiler,Barcelona,225,,1752975,22/09/06,Jesús,Luisa,Philip Mitchell,41629755-K,9-155-719-439,cursus.Nunc.mauris@laciniamattis.ca,Callum Walls,33236655-6
2425,20/05/06,Suelo,Venta,Barcelona,285,,2603190,15/11/06,Joaquín,,Madaline Cooley,33552568-K,9-645-519-391,quam.vel.sapien@convallis.edu,Catherine Perry,34084239-1
2426,20/05/06,Suelo,Venta,Girona,247,,2320565,01/05/07,Jesús,Luisa,Yoko Valdez,35993104-2,9-407-475-345,mauris.rhoncus@nectempusscelerisque.co.uk,Jermaine Best,47259703-5
2427,21/05/06,Parking,Venta,Barcelona,213,,928041,10/12/06,Luisa,,Evan Cotton,24549863-2,9-666-366-625,semper.rutrum@urnaVivamusmolestie.com,Channing Potter,20973461-3
2428,21/05/06,Industrial,Alquiler,Lleida,277,,2268076,25/01/07,María,Luisa,Maggie Swanson,14714478-4,9-150-398-515,non.feugiat.nec@ligulaDonecluctus.com,Tallulah Mills,15413264-3
2429,21/05/06,Casa,Venta,Girona,273,828,2682225,,,,Garth Frank,41393699-3,9-535-482-475,ridiculus@aliquamadipiscinglacus.com,,
2430,21/05/06,Casa,Venta,Girona,245,869,2037420,04/04/07,Pedro,Joaquín,Omar Orr,22053276-3,9-559-607-587,ipsum@Quisque.net,Madaline Barnett,25099999-2
2431,22/05/06,Suelo,Venta,Lleida,271,,2303500,22/01/07,Luisa,,Xenos Hayden,46789029-8,9-159-201-669,sagittis.felis.Donec@interdumfeugiat.ca,Anika Bass,38916062-8
2432,22/05/06,Local,Alquiler,Barcelona,232,,1699168,27/08/06,Carmen,Joaquín,Thomas Chaney,32619904-4,9-581-694-581,Nullam@SuspendisseeleifendCras.org,Erica Hoffman,34789265-3
2433,22/05/06,Piso,Venta,Girona,203,,1315846,27/02/07,Carmen,Joaquín,Lois Ware,26021213-3,9-387-333-815,arcu@atiaculis.org,Hayfa Mccarty,50211519-7
2434,23/05/06,Casa,Alquiler,Tarragona,202,507,1112010,29/01/07,Pedro,Joaquín,Karly Morse,30468456-9,9-244-106-871,massa.Vestibulum.accumsan@lacusUtnec.com,Sydnee Terrell,39327234-1
2435,24/05/06,Parking,Alquiler,Lleida,125,,822625,31/01/07,Joaquín,,Sean Horn,38755402-5,9-437-713-309,tincidunt@bibendumullamcorper.org,Rooney Rhodes,30333526-9
2436,25/05/06,Suelo,Venta,Girona,61,,380274,,,,Sean Horn,38755402-6,9-437-713-310,tincidunt@bibendumullamcorper.org,,
2437,25/05/06,Casa,Alquiler,Tarragona,195,750,1927770,10/01/07,Jesús,Luisa,Randall Fields,26897502-0,9-584-332-531,bibendum.sed@dapibusid.co.uk,Charles Blake,34136380-2
2438,26/05/06,Piso,Venta,Lleida,129,,818505,30/08/06,Carmen,Joaquín,Yuri Carson,42572446-0,9-700-796-684,tristique.pellentesque.tellus@nequeMorbi.co.uk,Magee Frazier,38525364-8
2439,26/05/06,Piso,Alquiler,Barcelona,43,,379905,26/12/06,Jesús,Luisa,Trevor Burris,46553098-7,9-670-598-814,Phasellus@Sednunc.edu,Astra Mejia,23227301-1
2440,26/05/06,Industrial,Alquiler,Girona,278,,2336590,26/12/06,Luisa,,Ariana Waters,12348800-8,9-625-270-572,eleifend@rutrummagnaCras.ca,Hollee Booker,16603747-6
2441,27/05/06,Piso,Alquiler,Barcelona,207,,1381104,30/04/07,María,Luisa,Daphne Young,39948451-0,9-704-818-068,pharetra@nonmagna.com,Basil Gill,7849714-9
2442,27/05/06,Local,Alquiler,Lleida,80,,786320,05/01/07,Jesús,Luisa,Hector Rivers,36941680-4,9-978-881-986,egestas.hendrerit.neque@Cras.org,Grace Walters,19126311-1
2443,27/05/06,Piso,Alquiler,Girona,233,,1682260,,,,Garth Frank,41393699-3,9-535-482-475,ridiculus@aliquamadipiscinglacus.com,,
2444,28/05/06,Oficina,Alquiler,Tarragona,106,,795318,11/09/06,Joaquín,,Fulton Walker,31934091-2,9-503-987-978,adipiscing.elit.Aliquam@Utsemper.ca,Jordan Franks,50650824-K
2445,28/05/06,Parking,Alquiler,Lleida,194,,1466058,29/01/07,Carmen,Joaquín,Emmanuel Benson,19610117-9,9-603-539-809,erat@parturientmontesnascetur.net,Cooper Huber,9015982-8
2446,28/05/06,Piso,Alquiler,Girona,253,,1162788,22/01/07,Luisa,,Denise Stone,30781531-1,9-663-984-718,neque.Sed.eget@ametluctus.ca,Iris Harrington,14441153-6
2447,28/05/06,Piso,Venta,Girona,106,,922200,16/03/07,Pedro,Joaquín,Selma Daniels,32915895-0,9-206-503-552,non@semperrutrumFusce.ca,Cassady Coleman,17215853-6
2448,29/05/06,Local,Alquiler,Tarragona,40,,328720,20/03/07,Luisa,,Margaret Patrick,19773802-2,9-909-737-199,Curabitur.dictum@Sedeu.com,Dillon Joyner,34698268-3
2449,29/05/06,Suelo,Venta,Barcelona,228,,2203620,29/03/07,Joaquín,,Orson Travis,21126842-5,9-530-327-426,lobortis.quis.pede@Nuncullamcorpervelit.ca,Carol Poole,23328651-6
2450,29/05/06,Parking,Venta,Girona,202,,1524898,28/12/06,Carmen,Joaquín,Len Blackburn,8952362-1,9-815-697-558,elementum@dignissim.net,Kim Newman,31141800-9
2451,30/05/06,Oficina,Venta,Barcelona,65,,458640,26/11/06,Joaquín,,Ivory Delgado,26727102-K,9-400-137-337,Integer@orcitinciduntadipiscing.edu,Marcia Stark,8678599-4
2452,30/05/06,Suelo,Venta,Lleida,83,,825518,29/04/07,Joaquín,,Darius English,10013870-0,9-732-659-119,Sed.diam@sem.co.uk,Todd Becker,5283552-6
2453,30/05/06,Local,Venta,Tarragona,181,,1438226,27/12/06,Pedro,Joaquín,Lee Hale,18065894-7,9-961-109-379,penatibus.et@eleifendvitaeerat.net,Eaton Key,45632634-K
2454,31/05/06,Casa,Alquiler,Lleida,86,635,419250,26/11/06,María,Luisa,Anthony Lott,13931067-5,9-327-350-937,orci.luctus@ante.org,Barbara Ratliff,45265062-2
2455,31/05/06,Casa,Venta,Tarragona,190,847,1410370,01/11/06,María,Luisa,Lesley Ewing,35073531-3,9-703-137-771,purus.mauris.a@felis.net,Haviva Dunn,8422839-7
2456,31/05/06,Casa,Venta,Barcelona,156,785,916500,11/09/06,Joaquín,,Selma Sims,46701897-3,9-516-809-978,leo.Morbi@maurisblanditmattis.edu,Natalie Ingram,7613617-3
2457,01/06/06,Piso,Venta,Lleida,234,,1305720,31/08/06,Luisa,,Maryam Sawyer,36493935-3,9-149-965-114,malesuada@feugiat.co.uk,Tobias Case,42993841-4
2458,01/06/06,Casa,Alquiler,Tarragona,167,743,685368,13/01/07,Carmen,Joaquín,Cade Parrish,12004041-3,9-824-318-972,mauris@lacusEtiambibendum.ca,May Stevenson,6691640-5
2459,01/06/06,Casa,Venta,Lleida,270,759,1097010,02/04/07,María,Luisa,Amir Cooper,19646654-1,9-299-415-505,sit.amet.faucibus@consequat.net,Yvette Allen,39447447-9
2460,02/06/06,Casa,Alquiler,Barcelona,209,650,2017268,26/01/07,Luisa,,Dominic Foley,33905827-K,9-688-412-159,mollis@anteNunc.ca,Barry Ashley,17404778-2
2461,02/06/06,Parking,Alquiler,Girona,189,,1342278,16/12/06,Carmen,Joaquín,Sophia Mckee,15977698-0,9-879-232-179,risus.Duis.a@Inatpede.edu,Dante Huffman,39568978-9
2462,02/06/06,Piso,Venta,Lleida,246,,1044762,22/03/07,María,Luisa,Shoshana Kerr,44527683-9,9-245-210-785,tincidunt.nunc@liberodui.ca,Farrah Knox,39452704-1
2463,03/06/06,Piso,Venta,Girona,110,,1026300,08/02/07,Luisa,,Jada Reid,36155316-0,9-380-294-638,quam.a.felis@enim.org,Ina Johnson,13836851-3
2464,03/06/06,Suelo,Venta,Tarragona,262,,1843694,29/12/06,Carmen,Joaquín,Elijah Wallace,42896663-5,9-115-956-827,id.ante.dictum@lorem.com,Nathan Barker,37896014-2
2465,03/06/06,Industrial,Venta,Lleida,122,,1107028,19/11/06,Pedro,Joaquín,Alec Finch,37038992-6,9-989-629-869,pede.Nunc.sed@vulputate.ca,Adara Rojas,14783914-6
2466,03/06/06,Oficina,Alquiler,Tarragona,91,,696696,,,,Hadassah Garza,35332905-7,9-490-560-726,vel.arcu.Curabitur@libero.edu,,
2467,03/06/06,Piso,Venta,Lleida,224,,1705760,03/03/07,Jesús,Luisa,Mechelle Whitley,47067253-6,9-604-425-653,ligula.Nullam.feugiat@Duisa.net,TaShya Bolton,6090305-0
2468,04/06/06,Piso,Venta,Barcelona,57,,360696,05/02/07,Pedro,Joaquín,Lilah Carver,32501815-1,9-104-709-203,dolor.Fusce@risus.net,Keely Larson,30109800-6
2469,04/06/06,Casa,Venta,Barcelona,260,106,1616680,25/04/07,Carmen,Joaquín,Karyn Edwards,15413791-2,9-785-518-385,lacus@netus.net,Yen Chang,32227968-K
2470,04/06/06,Parking,Venta,Girona,129,,616878,21/11/06,María,Luisa,Kristen Rivas,25214761-6,9-983-511-590,dolor@adipiscing.org,Ingrid Higgins,41442454-6
2471,05/06/06,Parking,Alquiler,Tarragona,211,,1126951,08/12/06,Joaquín,,Lois Sanders,17895945-K,9-354-920-268,suscipit.est.ac@anteVivamus.ca,Veronica Houston,19272758-8
2472,05/06/06,Oficina,Venta,Tarragona,166,,1068376,14/03/07,Carmen,Joaquín,Grace Rollins,30852299-7,9-947-989-370,tempus.lorem.fringilla@scelerisquelorem.ca,Michelle David,20534458-6
